Text,Sentiment
I fought Jered to the death to avoid a wet willy.. but he got me anyway.Ę Q is coming over.. bike ride?,-1
"@katrchrdsn Without whipped topping, there is no shortcake. Ę #shortcakefail",-1
@ineska awwww this made me realize I have to take down my bulletin board too!Ę There's so many memories up there.,1
"feels a sinus headache brewing, but can't take drugs.",-1
Goodnight all! No iPod still but found my old MP3 player...we'll see how long it holds out for.Ę xxx,1
I'm at work!!!! Ugghhhhh someone save me now,1
i dont wanna miss the laker game tonight! i'm so sad,-1
I wish I lived closer to the girls.Ę I'm tryna chill on a Friday night!Ę Ę (@winonapatron next weekeeend! Drink all day AND night?!),1
@MitaliandMe thanks for trying,1
Now I feel sick.,-1
stupid playstation! stupid controllers don't work so I can't play kingdom hearts.,-1
I should go shower but FFAF is fucking distraaaaacting,-1
Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrously?,-1
ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit. my life sucks right now,-1
Trader Joe's &quot;sushi&quot; is a fail.,-1
@KelseyJ_xoĘ hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lolĘ missed you ha bye hun xxx,-1
"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I'm officially moved from Knoxville.",-1
Bored out of my mind!Ę LOL,-1
i called kris he didn't pick up i feel really bad ha ha,-1
@mrsBAUERxo why has it been so long since i have talked to you let alone seen you?? it makes me sad,-1
missing his voice,-1
Is it sad that I'm a little sad it was the last day of school?Ę I am so ready to be done with it...but saying goodbye is hard.,-1
I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,1
@supjoya they really do. it is a crying shame.,-1
The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,1
@Izzy_Cullen oh really!!! i've already put all the pics up!! sorry!! Ę http://twitpic.com/61oj0,-1
well.. all my slacking off earned me a D and a C Ę but at least everything else are A's and B's ^^Ę next school year all B's and A's Esh!,1
waiting to go to the movies later for my 6th month. booored.,-1
going through security already miss my baby.,-1
Ugh have to report again monday,-1
Ok so I'm fuckin hungry....!Ę I'm fat I know..I know..! Aha,-1
"Im not doing the hunt, i was in the middle of making it but all my work got erasedĘ sry guys, now i look like a idiot for replying 2 all u",-1
Ok so I've now got a bit of a bad back after lifting all drum hardware into my car Ę downer.,-1
@mr_craig Tried to follow one of your #FF recommendations but &quot;have been blocked from following by request of the user&quot;,-1
"my sisters fucking pc, just blued screened me",-1
@DelbertShoopman Good luck with the footage - none of the stations are breaking in live with it,1
@mitchelmusso i keep trying to get through but i cant,-1
@trishaanyndhita but i love adriana,1
"Just wrote another song, but i ran out of ideas so this one is a bit crap",-1
@dinosuitĘ Idk. I'm only a stupid 7th Grader,-1
@Deztini tolddd you there was thunder! ew now it's all rainy D: i'm scared!,-1
Bah a coworker ran into work late and her bag smacked into my kneeĘ it really hurts now,-1
@GrowWear Unfortunately for us it looks like there are NO funny people on twitterĘ Should we move to FB or start our own...flitter,-1
@hughsbeautiful Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,-1
@tbake CRAP. I always forget you are on here,-1
has made a decision and will stick to it although I'm really not sure it's the right one,-1
@casper1201 Ę Ę my bracelet broke today too.,-1
can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,-1
"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",-1
"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, tooĘ Boo!",-1
Looking for the @japadog in Coal Harbour. Can't find it!,-1
"@Goatzilla nooo, poor catĘ he just wants a cuddle... or food, its hard to tell",-1
My car has an alarm &amp; immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,-1
@nicca_ no idea what that means bb,-1
ugh... my back is killing me.,-1
&quot;your true theatre calling? - musical theatre actor&quot;Ę i wish :'( xxx,1
"Great. Now there's a cloud that's really, really dark grey right outside my office window. This sure has a lotta precip with it.",1
@tommymercedes wish i was but im in chicago,-1
just left &amp; already misses NashvilleĘ be back sunday,-1
@Kristen_Oyler Poor little woman with her smushed in head,-1
"I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks",-1
I think I lost all of my blog posts,-1
IŔ_m really desappointed...,-1
Bored to tears without my boys! They are at their dad's for a week,-1
I am going to be sooooo busy today it's not funny. i hate busy day's,-1
@igotyourcrazy waaaaayyyyy too hot for that,-1
Ahh! Members of the toasters and @dubisaweapon playing with void union! Sick! I missed @royalcityriot and we are the union,-1
"At this point, I'm gonna be left here with only Tommy. He is no prize.",-1
I'm sick and sad .... missing out on Martini Lounge tonight,-1
@RobertPound not my groom!Ę think i'll die an old maid! lol,-1
aww i feel bad cause i dunno if nicole is in the city looking for me. she's probably worriedĘ srry hun,-1
"Dear rain, you suck. Now I gotta change my plans for tonight",-1
sunburnt again,-1
Here's a big moan for Dave Leyrock... IM UP IN 8HRS!Ę pity me! Coloursfest ahoy xo,-1
"@naontiotami No, but I missed you",-1
@gregorybayne I'm so sad I wish I was going to,-1
24 hours and $400 later and I hav a new telecom phone that dosent work.Ę Stupid telecom,-1
@funtimeshelly sorry to hear about your dog,-1
Can't beat all time low.. (: I soooooo want to go to Metro Station..Ę Your cheap shots wont be able to break bones,-1
@SexyShaq it starts @ 6. But we will be there until they throw us out. Traffic will be crazy!,-1
"this is the worst day ever, i've been told im a chav",-1
been in bed for two days with migraines,-1
@Jessimikuh go and see my puppy! I don't want to be there alone,-1
theres too much light pollution to see the stars,-1
i really miss my satan kitty,-1
@nofearentertain Just read up on your Mom Ę Hope she's okay!!,1
Cleaned out me Followers List and blocked the porn girls &amp; Crap Now I look like a spammer,-1
Im not friends with anyone anymore,-1
"Bears, beets, and... shit, never mind Ę How about SG1, take-out, and wasabi vodka with ginger ale and lime...",-1
i hate stupid boys! arrgh,-1
OMG Great Day Today Went To A Art ThingyĘ And Noe I Really Want A Zune HDĘ And The Bed Part Its RainingĘ Come Out Mister Sun,1
@IsoBan ... i hate it so much.,-1
"@MileyCyrus: Oh. The voting is over!Ę But don't worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!",1
i should have run todayĘ but i let my slight aches be a bad excuseĘ Ę i'll make it up tomorrow go 5.5,-1
Ive got mad cramps in my legs,-1
Aw one of our fishies died,-1
@JusLisaE what a damn shame all that body to waste,-1
my puppy is sick,-1
@RyanKil did you not think of texting me that!? I've just read it now lol! Figured out the html on my own.,1
@Omarion5sho i like OGBERRY,1
@mitchelmusso Hey Mitchel when will you be live again? I didn't get a chance to call you,-1
milkshake + hot day = unsettled stomach,1
@selenagomez we'll miss you! I'm sad I didn't get to meet you,-1
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,1
my dark knight dvd is missing Ę i'm pissed,-1
Sorry for the delay in publishing this weeks showĘ Some technical difficulties during encoding. Will be out asap but may be Saturday.,-1
i wish i was in cali wit mari nd lupita seeing vfcĘ not fair,-1
"June is going to be a long, lonely month.",-1
@selenagomez awwĘ but we miss you here in the USA.,-1
I feel like my dream just got crushed,-1
And now im all hungry and thirsty. and too afraid to go downstairs...,-1
"@mitchelmusso I kept calling and calling, but never got through",-1
"@JYoungS2TS Yaay! I was supposed to go, but I missed it",-1
I have a farmers sunburn! Ahhhh!,-1
I hate not getting e-mail'sĘ going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,-1
Home w/bae &amp; Myka.. He's so meann,-1
@Keiyaunna grrrrri want you to comeĘ kiss justice for me !!!,1
Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,-1
absolutely gutted that i'm not going to badu tonight.Ę you guys have fun...! just got home and need to head downtown now. gd this heat!,-1
wow 2 months since i've been on twitter... supposed to go see Maat in PA but the James is sleepin,1
is gonna be mad hungry when I get home. Forgot my money...,-1
AT&amp;T cheated the system and now I have no Green Day ticketsĘ Damn you AT&amp;T!,-1
It is Gloomy outside. It is making me sadĘ I miss the sun and its happiness!!,-1
@mitchelmusso I wish I was able to talk to you.,1
"@Russzart Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :''( please forgive meĘ I'm sorry &lt;3",-1
@vickytcobra i'm sorry your day wasn't so goodĘ does it make you feel better to know you're beating oprah on ms twitterworld?,-1
"@TheStevieOs Yes it's herrrrr.Ę Dude, I'm gonna fucking cry.",-1
@JennycLiu Oh yah! My dad does that. But I don't have a landline.,1
My best friend is away at special olympics . She said she was gonna bring me .,1
*moment of silence* for the Budget i'm bout to b onĘ I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!,-1
@2Serenity No FAIR!,-1
"@mitchelmusso I'm so sad I missed your calling time, I got home from practice too late",-1
"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets",1
"Darn it, I'm craving wedding cake... a craving that's very hard to satisfy with anything else!",-1
heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,-1
@gerardoudi hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,-1
OH NO TODAYS JAY LENOS LAST SHOW!!! WE'LL MISS U MR. LENO,-1
My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!,-1
@derwendtde so sorry about thatĘ I have the same issues...LOL. My weekend started about an hour ago!!!,-1
@dreamergirl822 it's really gutwrenching.Ę So sad,-1
Visiting family in hospital = not fun,-1
It SUCKS when my playmate is MIA all weekend.Ę Sad,-1
@brittaniethekid Ę But he's so adorable.,1
"@jimyvr Yeah, and that's where everything becomes difficult and generalisations break down. Not an easy problemĘ .",-1
@brittaniethekid I GET IT.Ę YOU ESPLAINED IT TO ME AWHILE AGO.,-1
@siwhitehouse Didn't work for meĘ Except when I used the word autofollow and got followed by an bot selling an autofollow program.,-1
is having trouble breathing through the pain..and now i have a damn fever... Ę (^~^)&lt;^&gt;,-1
"Power Outage, door to freezer propped open, 3G ice cream make for slippy floorĘ M-er F-er!!",-1
"My nose is chapped, yuck",-1
@reddevilleanne awwĘ i guess not that many people are online though...,-1
"well no phone today, we are waiting till June 9th to get a better deal soooooĘ but its all good",1
@MsHollywoodDiva hahahaha your watching 106 too... i miss Oceans 10...,-1
@Owl311 thanks,1
"@MirandaBuzzfans dont worry, i will. i HATE it when nobody comments on my pics",-1
Kill me now I'm so sickĘ Ę n it's Friday night!!,-1
My Tummy Hurt,-1
and i wish i gave you one last kiss,1
"I love @mitchelmusso very muchĘ I called him, but he was talking to other fansĘ I love you a lot Mitchel! I'll see u in El Cajon. June 7",1
Nothing 2 do 2nteĘ Boooooooo! I'm totally bored!,-1
@amalah I am very jealous.Ę I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work,-1
@NikkiBenz cool !! actually i believe T.I. has just begun his jail sentence in arkansas,1
@FernShadow I'd just plain go crazy,-1
"@Dani___ okay, i'll finally get to meet Dia! that's her name, right? oh geez i'll feel so stupid if it's not.",-1
"@ahr19 Yeah, I'm behind on my classic cinema calendar-making. I haven't had time to go see any anyway.",-1
